"File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR",,
"ENCFF334SSM	fastq	fastq		reads		ENCSR648JOK	total RNA-seq	/human-donors/ENCDO258GJF/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-03-28	ENCODE				1	1_1	101		single-ended					2680826669	Barbara Wold"," Caltech	d9cf86a905b144690bcd0d873986b4fc	SRA:SRR22521362	https://www.encodeproject.org/files/ENCFF334SSM/@@download/ENCFF334SSM.fastq.gz		Illumina NextSeq 2000		released	s3://encode-public/2022/03/03/0a839b37-8b7f-4c52-b60d-06755685fd06/ENCFF334SSM.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/03/03/0a839b37-8b7f-4c52-b60d-06755685fd06/ENCFF334SSM.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF307MUN	bam	bam		alignments	GRCh38	ENCSR648JOK	total RNA-seq	/human-donors/ENCDO258GJF/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-03-28	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF334SSM/	2633253761	ENCODE Processing Pipeline	20764802b889e5d4c140c45d8e09448b		https://www.encodeproject.org/files/ENCFF307MUN/@@download/ENCFF307MUN.bam	V29			released	s3://encode-public/2022/03/09/7ce08031-fc0e-4b76-a5f1-48b8a79ff40f/ENCFF307MUN.bam	https://datasetencode.blob.core.windows.net/dataset/2022/03/09/7ce08031-fc0e-4b76-a5f1-48b8a79ff40f/ENCFF307MUN.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF890EAM	bam	bam		transcriptome alignments	GRCh38	ENCSR648JOK	total RNA-seq	/human-donors/ENCDO258GJF/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-03-28	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF334SSM/	1964815349	ENCODE Processing Pipeline	61f3e8388f97adb04920b129eabcc912		https://www.encodeproject.org/files/ENCFF890EAM/@@download/ENCFF890EAM.bam	V29			released	s3://encode-public/2022/03/09/77ff4eb0-d2e2-44d5-a7a0-b33203db013e/ENCFF890EAM.bam	https://datasetencode.blob.core.windows.net/dataset/2022/03/09/77ff4eb0-d2e2-44d5-a7a0-b33203db013e/ENCFF890EAM.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF036EKB	fastq	fastq		reads		ENCSR439PRN	total RNA-seq	/human-donors/ENCDO161NAR/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1	101		single-ended					2117409498	Barbara Wold"," Caltech	7efe133c942902469ba94ce784e93226	SRA:SRR22521882	https://www.encodeproject.org/files/ENCFF036EKB/@@download/ENCFF036EKB.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/03/28/b385cd66-81e8-4491-9bdd-4eadacaa78ba/ENCFF036EKB.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/03/28/b385cd66-81e8-4491-9bdd-4eadacaa78ba/ENCFF036EKB.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF461TVD	bam	bam		transcriptome alignments	GRCh38	ENCSR439PRN	total RNA-seq	/human-donors/ENCDO161NAR/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF036EKB/	1697815802	ENCODE Processing Pipeline	b33057bcfb6cf89d10f884f57613a352		https://www.encodeproject.org/files/ENCFF461TVD/@@download/ENCFF461TVD.bam	V29			released	s3://encode-public/2022/04/14/6b0bd014-b946-4303-9d8b-a09fd6632d2e/ENCFF461TVD.bam	https://datasetencode.blob.core.windows.net/dataset/2022/04/14/6b0bd014-b946-4303-9d8b-a09fd6632d2e/ENCFF461TVD.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF527MKD	bam	bam		alignments	GRCh38	ENCSR439PRN	total RNA-seq	/human-donors/ENCDO161NAR/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF036EKB/	2135409923	ENCODE Processing Pipeline	01d3558179534075a1c72caafc0bea4e		https://www.encodeproject.org/files/ENCFF527MKD/@@download/ENCFF527MKD.bam	V29			released	s3://encode-public/2022/04/14/82081c48-f933-4ccf-8ac4-3fc2e6b55984/ENCFF527MKD.bam	https://datasetencode.blob.core.windows.net/dataset/2022/04/14/82081c48-f933-4ccf-8ac4-3fc2e6b55984/ENCFF527MKD.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF485HAW	fastq	fastq		reads		ENCSR318WUN	total RNA-seq	/human-donors/ENCDO033BMB/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1	101		single-ended					2912394225	Barbara Wold"," Caltech	51da00dff631649d966d0b66fe4980dc	SRA:SRR22521558	https://www.encodeproject.org/files/ENCFF485HAW/@@download/ENCFF485HAW.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/06/02/ea7cc36e-2843-4f6d-8853-1990edf5d3a1/ENCFF485HAW.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/02/ea7cc36e-2843-4f6d-8853-1990edf5d3a1/ENCFF485HAW.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF551ZOT	bam	bam		transcriptome alignments	GRCh38	ENCSR318WUN	total RNA-seq	/human-donors/ENCDO033BMB/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF485HAW/	2420882778	ENCODE Processing Pipeline	3f399a828b1254d3125660bf786b77f5		https://www.encodeproject.org/files/ENCFF551ZOT/@@download/ENCFF551ZOT.bam	V29			released	s3://encode-public/2022/06/04/d10528bd-be39-4169-ac07-d6e177c4044e/ENCFF551ZOT.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/d10528bd-be39-4169-ac07-d6e177c4044e/ENCFF551ZOT.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF644KEP	bam	bam		alignments	GRCh38	ENCSR318WUN	total RNA-seq	/human-donors/ENCDO033BMB/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF485HAW/	2836315729	ENCODE Processing Pipeline	aef47c240564f132981a5945f4e100e6		https://www.encodeproject.org/files/ENCFF644KEP/@@download/ENCFF644KEP.bam	V29			released	s3://encode-public/2022/06/04/069ca504-3dcd-453c-a1a6-b284fd3a3ab2/ENCFF644KEP.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/069ca504-3dcd-453c-a1a6-b284fd3a3ab2/ENCFF644KEP.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF217SRQ	fastq	fastq		reads		ENCSR642FZN	total RNA-seq	/human-donors/ENCDO183VJV/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1	101		single-ended					2315094034	Barbara Wold"," Caltech	14711e0e095afcd58d52ccf72b6433af	SRA:SRR22521337	https://www.encodeproject.org/files/ENCFF217SRQ/@@download/ENCFF217SRQ.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/06/02/1c317c49-88fb-4bf6-b717-0fd9ac164258/ENCFF217SRQ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/02/1c317c49-88fb-4bf6-b717-0fd9ac164258/ENCFF217SRQ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF635OFV	bam	bam		alignments	GRCh38	ENCSR642FZN	total RNA-seq	/human-donors/ENCDO183VJV/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF217SRQ/	2294675381	ENCODE Processing Pipeline	e9972f690103355283e31016e2cf2fe5		https://www.encodeproject.org/files/ENCFF635OFV/@@download/ENCFF635OFV.bam	V29			released	s3://encode-public/2022/06/04/60b99545-e11c-4474-adfb-3d19f937a762/ENCFF635OFV.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/60b99545-e11c-4474-adfb-3d19f937a762/ENCFF635OFV.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF566RSL	bam	bam		transcriptome alignments	GRCh38	ENCSR642FZN	total RNA-seq	/human-donors/ENCDO183VJV/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF217SRQ/	2017258058	ENCODE Processing Pipeline	a980319aaf3736d49eecae012bbbc093		https://www.encodeproject.org/files/ENCFF566RSL/@@download/ENCFF566RSL.bam	V29			released	s3://encode-public/2022/06/04/8af685a7-9138-469a-be31-b2f3e5dba98d/ENCFF566RSL.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/8af685a7-9138-469a-be31-b2f3e5dba98d/ENCFF566RSL.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF109YCF	fastq	fastq		reads		ENCSR339GOD	total RNA-seq	/human-donors/ENCDO343SFL/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1	101		single-ended					2572431132	Barbara Wold"," Caltech	a0756587082f409871411fdb71a9bb5b	SRA:SRR22521616	https://www.encodeproject.org/files/ENCFF109YCF/@@download/ENCFF109YCF.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/06/02/77c41f7c-9db6-45e2-91a8-421b8f6fa33f/ENCFF109YCF.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/02/77c41f7c-9db6-45e2-91a8-421b8f6fa33f/ENCFF109YCF.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF016HLR	bam	bam		alignments	GRCh38	ENCSR339GOD	total RNA-seq	/human-donors/ENCDO343SFL/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF109YCF/"," /files/ENCFF598IDH/	3395028926	ENCODE Processing Pipeline	c6a60205b9ddcda82a8437fa294a9112		https://www.encodeproject.org/files/ENCFF016HLR/@@download/ENCFF016HLR.bam	V29			released	s3://encode-public/2022/06/04/57b4560c-141a-4a7c-8671-8fa02a87b6c6/ENCFF016HLR.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/57b4560c-141a-4a7c-8671-8fa02a87b6c6/ENCFF016HLR.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF417KLH	bam	bam		transcriptome alignments	GRCh38	ENCSR339GOD	total RNA-seq	/human-donors/ENCDO343SFL/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF109YCF/"," /files/ENCFF598IDH/	1916271564	ENCODE Processing Pipeline	cac0c7ca74d656114198b40b62f6b5ec		https://www.encodeproject.org/files/ENCFF417KLH/@@download/ENCFF417KLH.bam	V29			released	s3://encode-public/2022/06/04/a0fa4bb9-970b-4792-a4f6-36dad45d990f/ENCFF417KLH.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/a0fa4bb9-970b-4792-a4f6-36dad45d990f/ENCFF417KLH.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF678MJD	fastq	fastq		reads		ENCSR693YZA	total RNA-seq	/human-donors/ENCDO471EKG/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1	101		single-ended					2597711814	Barbara Wold"," Caltech	a43e739f9198535b0819ec63c28813e8	SRA:SRR22521504	https://www.encodeproject.org/files/ENCFF678MJD/@@download/ENCFF678MJD.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/06/02/74ac9041-a32c-40dd-87fb-1b9741f8f3e4/ENCFF678MJD.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/02/74ac9041-a32c-40dd-87fb-1b9741f8f3e4/ENCFF678MJD.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF195BIL	bam	bam		alignments	GRCh38	ENCSR693YZA	total RNA-seq	/human-donors/ENCDO471EKG/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF678MJD/"," /files/ENCFF598IDH/	2635575988	ENCODE Processing Pipeline	c75c701022778b6bd53c0fa759be68bb		https://www.encodeproject.org/files/ENCFF195BIL/@@download/ENCFF195BIL.bam	V29			released	s3://encode-public/2022/06/04/a4c25931-9d5e-46eb-8196-f4b7a4cb74c1/ENCFF195BIL.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/a4c25931-9d5e-46eb-8196-f4b7a4cb74c1/ENCFF195BIL.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF235EBL	bam	bam		transcriptome alignments	GRCh38	ENCSR693YZA	total RNA-seq	/human-donors/ENCDO471EKG/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF678MJD/"," /files/ENCFF598IDH/	2029734634	ENCODE Processing Pipeline	bcc9f1af0ee7476d7836b4812abe8bd9		https://www.encodeproject.org/files/ENCFF235EBL/@@download/ENCFF235EBL.bam	V29			released	s3://encode-public/2022/06/04/eb29f51c-726a-4a2d-a105-15d1c6e4aa25/ENCFF235EBL.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/eb29f51c-726a-4a2d-a105-15d1c6e4aa25/ENCFF235EBL.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF650LGT	fastq	fastq		reads		ENCSR497KUU	total RNA-seq	/human-donors/ENCDO845GYA/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1	101		single-ended					2545652200	Barbara Wold"," Caltech	305fcdcc47ec879c7a40f9294b92d4c4	SRA:SRR22520793	https://www.encodeproject.org/files/ENCFF650LGT/@@download/ENCFF650LGT.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/06/02/a4e565d5-a8e5-4d07-9631-94ba1145778e/ENCFF650LGT.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/02/a4e565d5-a8e5-4d07-9631-94ba1145778e/ENCFF650LGT.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF636EUR	bam	bam		transcriptome alignments	GRCh38	ENCSR497KUU	total RNA-seq	/human-donors/ENCDO845GYA/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF650LGT/"," /files/ENCFF598IDH/	2174532115	ENCODE Processing Pipeline	0749c45c22bedd503aefe8b28b503dea		https://www.encodeproject.org/files/ENCFF636EUR/@@download/ENCFF636EUR.bam	V29			released	s3://encode-public/2022/06/04/c61122f1-3cca-409d-a04b-e0e3752070ce/ENCFF636EUR.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/c61122f1-3cca-409d-a04b-e0e3752070ce/ENCFF636EUR.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF712NPP	bam	bam		alignments	GRCh38	ENCSR497KUU	total RNA-seq	/human-donors/ENCDO845GYA/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF650LGT/"," /files/ENCFF598IDH/	2499682830	ENCODE Processing Pipeline	3609a5cb65a44d70cb4b332a82472ca5		https://www.encodeproject.org/files/ENCFF712NPP/@@download/ENCFF712NPP.bam	V29			released	s3://encode-public/2022/06/04/2d0f3c3c-a562-4f93-a66e-e65936b41eec/ENCFF712NPP.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/2d0f3c3c-a562-4f93-a66e-e65936b41eec/ENCFF712NPP.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF859QAT	fastq	fastq		reads		ENCSR296RWI	total RNA-seq	/human-donors/ENCDO830KFO/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1	101		single-ended					2480377631	Barbara Wold"," Caltech	c89f51527daa7b7b0fbd493e015e7dae	SRA:SRR22522220	https://www.encodeproject.org/files/ENCFF859QAT/@@download/ENCFF859QAT.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/05/10/5673b1cf-9ff2-4f87-9c0a-b7550c6f2cc4/ENCFF859QAT.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/05/10/5673b1cf-9ff2-4f87-9c0a-b7550c6f2cc4/ENCFF859QAT.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF528WWI	bam	bam		alignments	GRCh38	ENCSR296RWI	total RNA-seq	/human-donors/ENCDO830KFO/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF859QAT/"," /files/ENCFF598IDH/	2412398253	ENCODE Processing Pipeline	fbbc252f141aa0da32e82799984f1c97		https://www.encodeproject.org/files/ENCFF528WWI/@@download/ENCFF528WWI.bam	V29			released	s3://encode-public/2022/05/13/96b9957d-1445-4a3a-a059-84760c402889/ENCFF528WWI.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/96b9957d-1445-4a3a-a059-84760c402889/ENCFF528WWI.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF239MKT	bam	bam		transcriptome alignments	GRCh38	ENCSR296RWI	total RNA-seq	/human-donors/ENCDO830KFO/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF859QAT/"," /files/ENCFF598IDH/	2059370780	ENCODE Processing Pipeline	69c5be32045371eb29a473bc176d28a2		https://www.encodeproject.org/files/ENCFF239MKT/@@download/ENCFF239MKT.bam	V29			released	s3://encode-public/2022/05/13/ea3c2af6-878a-45e8-b7c2-41e333588569/ENCFF239MKT.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/ea3c2af6-878a-45e8-b7c2-41e333588569/ENCFF239MKT.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF388VPC	fastq	fastq		reads		ENCSR158IHB	total RNA-seq	/human-donors/ENCDO989QRD/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1	101		single-ended					3043821087	Barbara Wold"," Caltech	983bb7f91a5e7a0124bea99a1f70546c	SRA:SRR22521239	https://www.encodeproject.org/files/ENCFF388VPC/@@download/ENCFF388VPC.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/04/15/f4571abb-7bfd-4b55-bbbd-4d669331d9de/ENCFF388VPC.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/04/15/f4571abb-7bfd-4b55-bbbd-4d669331d9de/ENCFF388VPC.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF821HTF	bam	bam		alignments	GRCh38	ENCSR158IHB	total RNA-seq	/human-donors/ENCDO989QRD/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF388VPC/"," /files/ENCFF598IDH/	2845389691	ENCODE Processing Pipeline	8c794ec30bd33266d47fc53cf998a677		https://www.encodeproject.org/files/ENCFF821HTF/@@download/ENCFF821HTF.bam	V29			released	s3://encode-public/2022/05/13/7571f757-60bd-4013-9d40-0ea82dee3fbc/ENCFF821HTF.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/7571f757-60bd-4013-9d40-0ea82dee3fbc/ENCFF821HTF.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF073TAV	bam	bam		transcriptome alignments	GRCh38	ENCSR158IHB	total RNA-seq	/human-donors/ENCDO989QRD/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF388VPC/"," /files/ENCFF598IDH/	2596689675	ENCODE Processing Pipeline	8748eeabd2cd810a5f35749e9097485f		https://www.encodeproject.org/files/ENCFF073TAV/@@download/ENCFF073TAV.bam	V29			released	s3://encode-public/2022/05/13/11c771f4-fe3d-472f-b1d9-51dfdef9d7b3/ENCFF073TAV.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/11c771f4-fe3d-472f-b1d9-51dfdef9d7b3/ENCFF073TAV.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF585TEI	fastq	fastq		reads		ENCSR501XXE	total RNA-seq	/human-donors/ENCDO921LXT/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1	101		single-ended					2481666474	Barbara Wold"," Caltech	e9f6fe02dd82ad3b5cc358e44538925e	SRA:SRR22520800	https://www.encodeproject.org/files/ENCFF585TEI/@@download/ENCFF585TEI.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/04/15/3754bced-e4f0-4b99-a3c1-8281b902f77a/ENCFF585TEI.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/04/15/3754bced-e4f0-4b99-a3c1-8281b902f77a/ENCFF585TEI.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF627RGX	bam	bam		transcriptome alignments	GRCh38	ENCSR501XXE	total RNA-seq	/human-donors/ENCDO921LXT/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF585TEI/"," /files/ENCFF598IDH/	1916192843	ENCODE Processing Pipeline	569d490cfaced8792b77b292080415d1		https://www.encodeproject.org/files/ENCFF627RGX/@@download/ENCFF627RGX.bam	V29			released	s3://encode-public/2022/05/13/19813270-7987-40cb-aa65-9e139227b448/ENCFF627RGX.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/19813270-7987-40cb-aa65-9e139227b448/ENCFF627RGX.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
